FirstKO,WTMu,FirstMu,FirstSubpoolID,FirstSubpoolNum,EsKcatNum,DKO,DKOMu,DKOSubpoolID,DKOSubpoolNum
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P05041_2,0.11,subpool_P05041,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P05459_2,0.11,subpool_P05459,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P07023_2,0.11,subpool_P07023,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A6E6_2,0.11,subpool_P0A6E6,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A6P9_2,0.0739585172680301,subpool_P0A6P9,0.00184641441734182
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A763_2,0.11,subpool_P0A763,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A786_2,0.11,subpool_P0A786,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A799_2,0.0783124203836455,subpool_P0A799,0.00195511196539079
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A7E1_2,0.11,subpool_P0A7E1,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A9B2_2,0.11,subpool_P0A9B2,0.00274620954303373
usage_prot_P05041_2,0.11,0.11,subpool_P05041,0.00274620954303373,0.000246835577999971,usage_prot_P0A9P4_2,0.11,subpool_P0A9P4,0.00274620954303373
