FirstKO	FirstMu	FirstSubpoolID	FirstSubpoolNum	EsKcatNum	DKO	DKOMu	DKOSubpoolID	DKOSubpoolNum
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P02918_3	0.07	subpool_P02918	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P04036_3	0.07	subpool_P04036	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P04079_3	0.07	subpool_P04079	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P06959_3	0.07	subpool_P06959	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P08179_3	0.07	subpool_P08179	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P09832_3	0.07	subpool_P09832	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0A7I7_3	0.07	subpool_P0A7I7	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0A825_3	0.07	subpool_P0A825	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0A836_3	0.07	subpool_P0A836	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0AB98_3	0.07	subpool_P0AB98	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0ABA0_3	0.07	subpool_P0ABA0	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0ABA4_3	0.07	subpool_P0ABA4	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0ABB0_3	0.07	subpool_P0ABB0	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0ACD4_3	0.07	subpool_P0ACD4	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0AD65_3	0.07	subpool_P0AD65	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0AGG0_3	0.07	subpool_P0AGG0	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P0AGK1_3	0.07	subpool_P0AGK1	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P16700_3	0.07	subpool_P16700	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P22634_3	0.07	subpool_P22634	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P23845_3	0.07	subpool_P23845	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P27300_3	0.07	subpool_P27300	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P30126_3	0.07	subpool_P30126	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P33221_3	0.07	subpool_P33221	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P45578_3	0.07	subpool_P45578	0.0219365953848865
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P69503_3	0.07	subpool_P69503	0.0192671622220359
usage_prot_P00904_3	0.07	subpool_P00904	0.0192671622220359	0.00982883135756623	usage_prot_P75809_3	0.07	subpool_P75809	0.0192671622220359
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P00904_3	0.07	subpool_P00904	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P04036_3	0.07	subpool_P04036	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P04079_3	0.07	subpool_P04079	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P06959_3	0.07	subpool_P06959	0
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P08179_3	0.07	subpool_P08179	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P09832_3	0.07	subpool_P09832	0
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0A7I7_3	0.07	subpool_P0A7I7	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0A825_3	0.07	subpool_P0A825	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0A836_3	0.07	subpool_P0A836	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0AB98_3	0.07	subpool_P0AB98	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0ABA0_3	0.07	subpool_P0ABA0	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0ABA4_3	0.07	subpool_P0ABA4	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0ABB0_3	0.07	subpool_P0ABB0	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0ACD4_3	0.07	subpool_P0ACD4	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0AD65_3	0.07	subpool_P0AD65	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0AGG0_3	0.07	subpool_P0AGG0	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P0AGK1_3	0.07	subpool_P0AGK1	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P16700_3	0.07	subpool_P16700	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P22634_3	0.07	subpool_P22634	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P23845_3	0.07	subpool_P23845	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P27300_3	0.07	subpool_P27300	0.00568725880805232
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P30126_3	0.07	subpool_P30126	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P33221_3	0.07	subpool_P33221	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P45578_3	0.07	subpool_P45578	0.00284362940396932
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P69503_3	0.07	subpool_P69503	0
usage_prot_P02918_3	0.07	subpool_P02918	0.00284362940396932	0.002843629404	usage_prot_P75809_3	0.07	subpool_P75809	0.00284362940396932
usage_prot_P04036_3	0.07	subpool_P04036	0.00282783194802505	0.00282783194801861	usage_prot_P00904_3	0.07	subpool_P00904	0.00282783194802505
usage_prot_P04036_3	0.07	subpool_P04036	0.00282783194802505	0.00282783194801861	usage_prot_P02918_3	0.07	subpool_P02918	0.00282783194802505
usage_prot_P04036_3	0.07	subpool_P04036	0.00282783194802505	0.00282783194801861	usage_prot_P04036_3	0.07	subpool_P04036	0.00282783194802505
