enzymes	ranges	minUsage	maxUsage
12DGR120tipp	0.0552222251263112	0	0.0552222251263112
12DGR140tipp	0.0578898205871263	0	0.0578898205871263
12DGR141tipp	0.0577198550089869	0	0.0577198550089869
12DGR160tipp	0.0577173721297628	0	0.0577173721297628
12DGR161tipp	0.0577173721296671	0	0.0577173721296671
12DGR180tipp	0.0577173786644857	0	0.0577173786644857
12DGR181tipp	0.0577173810635533	0	0.0577173810635533
12PPDRtex_EXP_1	11.611143046993	0	11.611143046993
12PPDRtex_EXP_2	1.20402456115865	0	1.20402456115865
12PPDRtex_EXP_3	1.23518462433155	0	1.23518462433155
12PPDRtex_EXP_4	9.49538826681352	0	9.49538826681352
12PPDRtex_REV_EXP_1	11.6111431009388	0	11.6111431009388
12PPDRtex_REV_EXP_2	1.4300508440513	0	1.4300508440513
12PPDRtex_REV_EXP_3	1.14661373278812	0	1.14661373278812
12PPDRtex_REV_EXP_4	5.95762946608536	0	5.95762946608536
12PPDRtpp	1000	0	1000
12PPDRtpp_REV	1000	0	1000
12PPDStex_EXP_1	43.4045201557966	0	43.4045201557966
12PPDStex_EXP_2	1.5718558309614	0	1.5718558309614
12PPDStex_EXP_3	0.339599268053534	0	0.339599268053534
12PPDStex_EXP_4	9.54499884228994	0	9.54499884228994
12PPDStex_REV_EXP_1	43.4045202075543	0	43.4045202075543
12PPDStex_REV_EXP_2	1.5932140876356	0	1.5932140876356
12PPDStex_REV_EXP_3	1.24576606010779	0	1.24576606010779
12PPDStex_REV_EXP_4	9.69569739406352	0	9.69569739406352
12PPDStpp	1000	0	1000
12PPDStpp_REV	1000	0	1000
13PPDH2	0.000311152196857396	0	0.000311152196857396
13PPDH2_REV	0.000311152196857396	0	0.000311152196857396
14GLUCANabcpp_Partial_1	0	0	0
14GLUCANabcpp_Partial_2	0	0	0
14GLUCANabcpp_Partial_3	0	0	0
14GLUCANabcpp_Partial_4	0	0	0
14GLUCANtexi	0	0	0
23CAMPtex_EXP_1	7.22187445024993	0	7.22187445024993
23CAMPtex_EXP_2	0.993878897677744	0	0.993878897677744
23CAMPtex_EXP_3	2.10471311283342	0	2.10471311283342
23CAMPtex_EXP_4	12.4423432988575	0	12.4423432988575
23CAMPtex_REV_EXP_1	12.4423450020287	0	12.4423450020287
23CAMPtex_REV_EXP_2	0.980846738201367	0	0.980846738201367
23CAMPtex_REV_EXP_3	2.01441092462399	0	2.01441092462399
23CAMPtex_REV_EXP_4	10.1278932455479	0	10.1278932455479
23CCMPtex_EXP_1	16.3907644313444	0	16.3907644313444
23CCMPtex_EXP_2	1.00208961466491	0	1.00208961466491
23CCMPtex_EXP_3	5.68879982602161	0	5.68879982602161
23CCMPtex_EXP_4	12.4623576077469	0	12.4623576077469
23CCMPtex_REV_EXP_1	16.3907671698621	0	16.3907671698621
23CCMPtex_REV_EXP_2	1.01332389351031	0	1.01332389351031
23CCMPtex_REV_EXP_3	5.81633891494311	0	5.81633891494311
23CCMPtex_REV_EXP_4	13.0040338059879	0	13.0040338059879
23CGMPtex_EXP_1	8.65209444670817	0	8.65209444670817
23CGMPtex_EXP_2	0.939700935438612	0	0.939700935438612
23CGMPtex_EXP_3	1.34809352921155	0	1.34809352921155
23CGMPtex_EXP_4	6.8649184742793	0	6.8649184742793
23CGMPtex_REV_EXP_1	8.65209576454857	0	8.65209576454857
23CGMPtex_REV_EXP_2	0.947923585158924	0	0.947923585158924
23CGMPtex_REV_EXP_3	1.34800807829694	0	1.34800807829694
23CGMPtex_REV_EXP_4	6.87270855488376	0	6.87270855488376
23CUMPtex_EXP_1	11.6576220660384	0	11.6576220660384
23CUMPtex_EXP_2	3.20084653037661	0	3.20084653037661
23CUMPtex_EXP_3	1.4712481838615	0	1.4712481838615
23CUMPtex_EXP_4	8.26340459593239	0	8.26340459593239
23CUMPtex_REV_EXP_1	11.657622066047	0	11.657622066047
23CUMPtex_REV_EXP_2	3.31487183091997	0	3.31487183091997
23CUMPtex_REV_EXP_3	1.5047912355424	0	1.5047912355424
23CUMPtex_REV_EXP_4	9.05620257683412	0	9.05620257683412
23DAPPAt2pp	0	0	0
23DAPPAtex_EXP_1	8.04761285104712	0	8.04761285104712
23DAPPAtex_EXP_2	0.935993662365325	0	0.935993662365325
23DAPPAtex_EXP_3	0.425177604926753	0	0.425177604926753
23DAPPAtex_EXP_4	6.47928315078912	0	6.47928315078912
23DAPPAtex_REV_EXP_1	8.04761284829255	0	8.04761284829255
23DAPPAtex_REV_EXP_2	1.01015156208816	0	1.01015156208816
23DAPPAtex_REV_EXP_3	1.18320433657202	0	1.18320433657202
23DAPPAtex_REV_EXP_4	6.51615921231412	0	6.51615921231412
23DOGULNt4pp_Partial_1	0	0	0
23DOGULNt4pp_Partial_2	0	0	0
23DOGULNt4pp_Partial_3	0	0	0
23PDE2pp	0	0	0
23PDE4pp	0	0	0
23PDE7pp	0	0	0
23PDE9pp	0	0	0
26DAHtex_EXP_1	4.85341981275668	0	4.85341981275668
26DAHtex_EXP_2	0.891130814749288	0	0.891130814749288
26DAHtex_EXP_3	1.28186229703167	0	1.28186229703167
26DAHtex_EXP_4	4.37924492802707	0	4.37924492802707
26DAHtex_REV_EXP_1	4.85342052169479	0	4.85342052169479
26DAHtex_REV_EXP_2	0.97105115583265	0	0.97105115583265
26DAHtex_REV_EXP_3	1.45875697791423	0	1.45875697791423
26DAHtex_REV_EXP_4	3.93968178818095	0	3.93968178818095
2AGPA120tipp	0.0146197487980615	0	0.0146197487980615
2AGPA140tipp	0.0150799828250168	0	0.0150799828250168
2AGPA141tipp	0.0151863960878676	0	0.0151863960878676
2AGPA160tipp	0.0152455327061145	0	0.0152455327061145
2AGPA161tipp	0.0141957368230665	0	0.0141957368230665
2AGPA180tipp	0.0149540813686568	0	0.0149540813686568
2AGPA181tipp	0.0152384365639707	0	0.0152384365639707
2AGPE120tipp	0.0227993402090492	0	0.0227993402090492
2AGPE140tipp	0.0225610370786361	0	0.0225610370786361
2AGPE141tipp	0.0230489411161412	0	0.0230489411161412
2AGPE160tipp	0.0226566104263425	0	0.0226566104263425
2AGPE161tipp	0.0225373520197736	0	0.0225373520197736
2AGPE180tipp	0.0224144685732572	0	0.0224144685732572
2AGPE181tipp	0.0217114712462875	0	0.0217114712462875
2AGPEAT120	0.0227993402090468	0	0.0227993402090468
2AGPEAT140	0.0225610371834472	0	0.0225610371834472
2AGPEAT141	0.0230489411161109	0	0.0230489411161109
2AGPEAT160	0.022656610426361	0	0.022656610426361
