FirstKO	FirstMu	FirstSubpoolID	FirstSubpoolNum	EsKcatNum	DKO	DKOMu	DKOSubpoolID	DKOSubpoolNum
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.0271278489108226
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.0271278489108226
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P0AC13_5	0.1	subpool_P0AC13	0.0271278489108226
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P0AEB0_5	0.1	subpool_P0AEB0	0.0271278489108226
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P16676_5	0.1	subpool_P16676	0.0271278489108226
usage_prot_P09832_5	0.1	subpool_P09832	0.0305581867306728	0.0588138477913985	usage_prot_P38038_5	0.1	subpool_P38038	0.0271278489108226
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P09832_5	0.1	subpool_P09832	0.000287486496517886
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.000287486496517886
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P0AC13_5	0.1	subpool_P0AC13	0.000287486496517886
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P0AEB0_5	0.1	subpool_P0AEB0	0.000287486496517886
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P16676_5	0.1	subpool_P16676	0.000287486496517886
usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.000287486496517886	8.09021304800612e-05	usage_prot_P38038_5	0.1	subpool_P38038	0.000287486496517886
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P09832_5	0.1	subpool_P09832	0.01365477404795
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	0.01365477404795
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P0AC13_5	0.1	subpool_P0AC13	0.01365477404795
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P0AEB0_5	0.1	subpool_P0AEB0	0.01365477404795
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P16676_5	0.1	subpool_P16676	0.01365477404795
usage_prot_P0ABG1_5	0.1	subpool_P0ABG1	0.01365477404795	0.013654774048	usage_prot_P38038_5	0.1	subpool_P38038	0.01365477404795
usage_prot_P0AC13_5	0.1	subpool_P0AC13	6.39537239521815e-05	0.00025382528999998	usage_prot_P09832_5	0.1	subpool_P09832	6.39537239521815e-05
usage_prot_P0AC13_5	0.1	subpool_P0AC13	6.39537239521815e-05	0.00025382528999998	usage_prot_P0A6B7_5	0.1	subpool_P0A6B7	6.39537239521815e-05
